id_pengguna,tanggal,bulan,tahun,Kota,Kategori,pendapatan_bulanan,jumlah_pengeluaran,status_user
USR000001,12/9/2025,12,2025,Makassar,Kesehatan,13788000,305000,Normal
USR000001,12/10/2025,12,2025,Makassar,Hiburan,13788000,316000,Normal
USR000001,12/11/2025,12,2025,Makassar,Transportasi,13788000,296000,Normal
USR000001,12/13/2025,12,2025,Makassar,Hiburan,13788000,272000,Normal
USR000001,12/14/2025,12,2025,Makassar,Makanan,13788000,464000,Normal
USR000001,12/17/2025,12,2025,Makassar,Sosial,13788000,306000,Normal
USR000001,12/19/2025,12,2025,Makassar,Traveling,13788000,460000,Normal
USR000001,12/20/2025,12,2025,Makassar,Perumahan,13788000,559000,Normal
USR000001,12/21/2025,12,2025,Makassar,Transportasi,13788000,253000,Normal
USR000001,12/22/2025,12,2025,Makassar,Elektronik,13788000,284000,Normal
USR000001,12/24/2025,12,2025,Makassar,Olahraga,13788000,228000,Normal
USR000001,12/25/2025,12,2025,Makassar,Hewan Peliharaan,13788000,250000,Normal
USR000001,12/26/2025,12,2025,Makassar,Pendidikan,13788000,541000,Normal
USR000001,12/26/2025,12,2025,Makassar,Tagihan,13788000,402000,Normal
USR000001,12/29/2025,12,2025,Makassar,Pakaian,13788000,250000,Normal
USR000001,12/31/2025,12,2025,Makassar,Belanja,13788000,329000,Normal
USR000001,1/1/2026,1,2026,Makassar,Belanja,13788000,608000,Normal
USR000001,1/1/2026,1,2026,Makassar,Traveling,13788000,494000,Normal
USR000001,1/6/2026,1,2026,Makassar,Pakaian,13788000,301000,Normal
USR000001,1/8/2026,1,2026,Makassar,Perumahan,13788000,943000,Normal
USR000001,1/8/2026,1,2026,Makassar,Traveling,13788000,315000,Normal
USR000001,1/9/2026,1,2026,Makassar,Tagihan,13788000,478000,Normal
USR000001,1/11/2026,1,2026,Makassar,Perumahan,13788000,786000,Normal
USR000001,1/13/2026,1,2026,Makassar,Kesehatan,13788000,349000,Normal
USR000001,1/13/2026,1,2026,Makassar,Makanan,13788000,762000,Normal
USR000001,1/13/2026,1,2026,Makassar,Pendidikan,13788000,646000,Normal
USR000001,1/13/2026,1,2026,Makassar,Sosial,13788000,372000,Normal
USR000001,1/16/2026,1,2026,Makassar,Kesehatan,13788000,435000,Normal
USR000001,1/16/2026,1,2026,Makassar,Sosial,13788000,392000,Normal
USR000001,1/19/2026,1,2026,Makassar,Anak-Anak,13788000,274000,Normal
USR000001,1/21/2026,1,2026,Makassar,Transportasi,13788000,475000,Normal
USR000001,1/24/2026,1,2026,Makassar,Elektronik,13788000,405000,Normal
USR000001,1/25/2026,1,2026,Makassar,Hewan Peliharaan,13788000,271000,Normal
USR000001,1/27/2026,1,2026,Makassar,Anak-Anak,13788000,281000,Normal
USR000001,1/27/2026,1,2026,Makassar,Hiburan,13788000,428000,Normal
USR000001,1/27/2026,1,2026,Makassar,Pendidikan,13788000,397000,Normal
USR000001,1/28/2026,1,2026,Makassar,Olahraga,13788000,265000,Normal
USR000001,2/1/2026,2,2026,Makassar,Traveling,13788000,412000,Normal
USR000001,2/2/2026,2,2026,Makassar,Pendidikan,13788000,745000,Normal
USR000001,2/3/2026,2,2026,Makassar,Anak-Anak,13788000,555000,Normal
USR000001,2/4/2026,2,2026,Makassar,Hewan Peliharaan,13788000,219000,Normal
USR000001,2/6/2026,2,2026,Makassar,Hewan Peliharaan,13788000,357000,Normal
USR000001,2/7/2026,2,2026,Makassar,Tagihan,13788000,886000,Normal
USR000001,2/11/2026,2,2026,Makassar,Makanan,13788000,842000,Normal
USR000001,2/11/2026,2,2026,Makassar,Pakaian,13788000,461000,Normal
USR000001,2/12/2026,2,2026,Makassar,Kesehatan,13788000,372000,Normal
USR000001,2/12/2026,2,2026,Makassar,Transportasi,13788000,446000,Normal
USR000001,2/14/2026,2,2026,Makassar,Olahraga,13788000,398000,Normal
USR000001,2/15/2026,2,2026,Makassar,Hiburan,13788000,319000,Normal
USR000001,2/15/2026,2,2026,Makassar,Olahraga,13788000,390000,Normal
USR000001,2/15/2026,2,2026,Makassar,Sosial,13788000,287000,Normal
USR000001,2/19/2026,2,2026,Makassar,Perumahan,13788000,1072000,Normal
USR000001,2/20/2026,2,2026,Makassar,Elektronik,13788000,527000,Normal
USR000001,2/23/2026,2,2026,Makassar,Transportasi,13788000,376000,Normal
USR000001,2/26/2026,2,2026,Makassar,Anak-Anak,13788000,343000,Normal
USR000001,2/26/2026,2,2026,Makassar,Belanja,13788000,555000,Normal
USR000001,2/27/2026,2,2026,Makassar,Hiburan,13788000,393000,Normal
USR000001,3/3/2026,3,2026,Makassar,Sosial,13788000,377000,Normal
USR000001,3/4/2026,3,2026,Makassar,Pakaian,13788000,370000,Normal
USR000001,3/6/2026,3,2026,Makassar,Makanan,13788000,473000,Normal
USR000001,3/7/2026,3,2026,Makassar,Transportasi,13788000,488000,Normal
USR000001,3/9/2026,3,2026,Makassar,Hewan Peliharaan,13788000,290000,Normal
USR000001,3/12/2026,3,2026,Makassar,Traveling,13788000,359000,Normal
USR000001,3/14/2026,3,2026,Makassar,Kesehatan,13788000,351000,Normal
USR000001,3/14/2026,3,2026,Makassar,Pendidikan,13788000,561000,Normal
USR000001,3/15/2026,3,2026,Makassar,Olahraga,13788000,348000,Normal
USR000001,3/16/2026,3,2026,Makassar,Belanja,13788000,616000,Normal
USR000001,3/17/2026,3,2026,Makassar,Anak-Anak,13788000,340000,Normal
USR000001,3/20/2026,3,2026,Makassar,Elektronik,13788000,600000,Normal
USR000001,3/20/2026,3,2026,Makassar,Tagihan,13788000,565000,Normal
USR000001,3/25/2026,3,2026,Makassar,Perumahan,13788000,750000,Normal
USR000001,3/25/2026,3,2026,Makassar,Traveling,13788000,537000,Normal
USR000001,3/26/2026,3,2026,Makassar,Makanan,13788000,594000,Normal
USR000001,3/28/2026,3,2026,Makassar,Sosial,13788000,415000,Normal
USR000001,3/30/2026,3,2026,Makassar,Anak-Anak,13788000,444000,Normal
USR000001,3/30/2026,3,2026,Makassar,Hiburan,13788000,313000,Normal
USR000001,4/3/2026,4,2026,Makassar,Kesehatan,13788000,298000,Normal
USR000001,4/4/2026,4,2026,Makassar,Anak-Anak,13788000,192000,Normal
USR000001,4/6/2026,4,2026,Makassar,Belanja,13788000,320000,Normal
USR000001,4/7/2026,4,2026,Makassar,Kesehatan,13788000,280000,Normal
USR000001,4/9/2026,4,2026,Makassar,Anak-Anak,13788000,181000,Normal
USR000001,4/10/2026,4,2026,Makassar,Elektronik,13788000,303000,Normal
USR000001,4/11/2026,4,2026,Makassar,Hiburan,13788000,222000,Normal
USR000001,4/11/2026,4,2026,Makassar,Transportasi,13788000,238000,Normal
USR000001,4/12/2026,4,2026,Makassar,Sosial,13788000,231000,Normal
USR000001,4/14/2026,4,2026,Makassar,Tagihan,13788000,418000,Normal
USR000001,4/15/2026,4,2026,Makassar,Hewan Peliharaan,13788000,192000,Normal
USR000001,4/16/2026,4,2026,Makassar,Pakaian,13788000,268000,Normal
USR000001,4/18/2026,4,2026,Makassar,Perumahan,13788000,412000,Normal
USR000001,4/20/2026,4,2026,Makassar,Hewan Peliharaan,13788000,140000,Normal
USR000001,4/20/2026,4,2026,Makassar,Pendidikan,13788000,232000,Normal
USR000001,4/22/2026,4,2026,Makassar,Olahraga,13788000,197000,Normal
USR000001,4/22/2026,4,2026,Makassar,Traveling,13788000,189000,Normal
USR000001,4/26/2026,4,2026,Makassar,Pakaian,13788000,248000,Normal
USR000001,4/26/2026,4,2026,Makassar,Pendidikan,13788000,344000,Normal
USR000001,4/27/2026,4,2026,Makassar,Traveling,13788000,195000,Normal
USR000001,4/28/2026,4,2026,Makassar,Elektronik,13788000,334000,Normal
USR000001,4/28/2026,4,2026,Makassar,Makanan,13788000,451000,Normal
USR000001,4/30/2026,4,2026,Makassar,Hiburan,13788000,213000,Normal
USR000001,4/30/2026,4,2026,Makassar,Makanan,13788000,461000,Normal
USR000001,5/1/2026,5,2026,Makassar,Perumahan,13788000,677000,Normal
USR000001,5/2/2026,5,2026,Makassar,Olahraga,13788000,196000,Normal
USR000001,5/3/2026,5,2026,Makassar,Hiburan,13788000,383000,Normal
USR000001,5/3/2026,5,2026,Makassar,Olahraga,13788000,231000,Normal
USR000001,5/4/2026,5,2026,Makassar,Elektronik,13788000,296000,Normal
USR000001,5/8/2026,5,2026,Makassar,Anak-Anak,13788000,364000,Normal
USR000001,5/8/2026,5,2026,Makassar,Pakaian,13788000,316000,Normal
USR000001,5/10/2026,5,2026,Makassar,Traveling,13788000,397000,Normal
USR000001,5/12/2026,5,2026,Makassar,Transportasi,13788000,441000,Normal
USR000001,5/13/2026,5,2026,Makassar,Sosial,13788000,249000,Normal
USR000001,5/14/2026,5,2026,Makassar,Belanja,13788000,451000,Normal
USR000001,5/14/2026,5,2026,Makassar,Pendidikan,13788000,583000,Normal
USR000001,5/15/2026,5,2026,Makassar,Kesehatan,13788000,392000,Normal
USR000001,5/16/2026,5,2026,Makassar,Tagihan,13788000,527000,Normal
USR000001,5/18/2026,5,2026,Makassar,Pakaian,13788000,362000,Normal
USR000001,5/21/2026,5,2026,Makassar,Makanan,13788000,599000,Normal
USR000001,5/23/2026,5,2026,Makassar,Hewan Peliharaan,13788000,206000,Normal
USR000001,5/23/2026,5,2026,Makassar,Pendidikan,13788000,479000,Normal
USR000001,5/26/2026,5,2026,Makassar,Elektronik,13788000,416000,Normal
USR000002,6/1/2025,6,2025,Palangka Raya,Perumahan,14710000,789000,Normal
USR000002,6/2/2025,6,2025,Palangka Raya,Tagihan,14710000,504000,Normal
USR000002,6/5/2025,6,2025,Palangka Raya,Perumahan,14710000,751000,Normal
USR000002,6/7/2025,6,2025,Palangka Raya,Belanja,14710000,332000,Normal
USR000002,6/10/2025,6,2025,Palangka Raya,Transportasi,14710000,428000,Normal
USR000002,6/11/2025,6,2025,Palangka Raya,Belanja,14710000,353000,Normal
USR000002,6/12/2025,6,2025,Palangka Raya,Kesehatan,14710000,401000,Normal
USR000002,6/14/2025,6,2025,Palangka Raya,Hewan Peliharaan,14710000,169000,Normal
USR000002,6/17/2025,6,2025,Palangka Raya,Olahraga,14710000,187000,Normal
USR000002,6/18/2025,6,2025,Palangka Raya,Makanan,14710000,556000,Normal
USR000002,6/18/2025,6,2025,Palangka Raya,Tagihan,14710000,692000,Normal
USR000002,6/19/2025,6,2025,Palangka Raya,Traveling,14710000,312000,Normal
USR000002,6/20/2025,6,2025,Palangka Raya,Anak-Anak,14710000,346000,Normal
USR000002,6/21/2025,6,2025,Palangka Raya,Kesehatan,14710000,424000,Normal
USR000002,6/21/2025,6,2025,Palangka Raya,Pakaian,14710000,299000,Normal
USR000002,6/24/2025,6,2025,Palangka Raya,Hiburan,14710000,328000,Normal
USR000002,6/24/2025,6,2025,Palangka Raya,Makanan,14710000,530000,Normal
USR000002,6/25/2025,6,2025,Palangka Raya,Pendidikan,14710000,344000,Normal
USR000002,6/25/2025,6,2025,Palangka Raya,Transportasi,14710000,282000,Normal
USR000002,6/27/2025,6,2025,Palangka Raya,Elektronik,14710000,524000,Normal
USR000002,6/27/2025,6,2025,Palangka Raya,Sosial,14710000,232000,Normal
USR000002,6/29/2025,6,2025,Palangka Raya,Traveling,14710000,492000,Normal
USR000002,6/30/2025,6,2025,Palangka Raya,Pakaian,14710000,239000,Normal
USR000002,7/1/2025,7,2025,Palangka Raya,Hiburan,14710000,236000,Normal
USR000002,7/1/2025,7,2025,Palangka Raya,Transportasi,14710000,371000,Normal
USR000002,7/3/2025,7,2025,Palangka Raya,Makanan,14710000,420000,Normal
USR000002,7/3/2025,7,2025,Palangka Raya,Pakaian,14710000,313000,Normal
USR000002,7/6/2025,7,2025,Palangka Raya,Transportasi,14710000,325000,Normal
USR000002,7/7/2025,7,2025,Palangka Raya,Perumahan,14710000,483000,Normal
USR000002,7/7/2025,7,2025,Palangka Raya,Sosial,14710000,295000,Normal
USR000002,7/8/2025,7,2025,Palangka Raya,Sosial,14710000,288000,Normal
USR000002,7/11/2025,7,2025,Palangka Raya,Hewan Peliharaan,14710000,248000,Normal
USR000002,7/12/2025,7,2025,Palangka Raya,Olahraga,14710000,254000,Normal
USR000002,7/12/2025,7,2025,Palangka Raya,Traveling,14710000,353000,Normal
USR000002,7/14/2025,7,2025,Palangka Raya,Pakaian,14710000,250000,Normal
USR000002,7/14/2025,7,2025,Palangka Raya,Pendidikan,14710000,355000,Normal
USR000002,7/15/2025,7,2025,Palangka Raya,Belanja,14710000,444000,Normal
USR000002,7/15/2025,7,2025,Palangka Raya,Tagihan,14710000,538000,Normal
USR000002,7/17/2025,7,2025,Palangka Raya,Makanan,14710000,515000,Normal
USR000002,7/17/2025,7,2025,Palangka Raya,Traveling,14710000,258000,Normal
USR000002,7/19/2025,7,2025,Palangka Raya,Elektronik,14710000,453000,Normal
USR000002,7/21/2025,7,2025,Palangka Raya,Anak-Anak,14710000,384000,Normal
USR000002,7/21/2025,7,2025,Palangka Raya,Perumahan,14710000,541000,Normal
USR000002,7/25/2025,7,2025,Palangka Raya,Anak-Anak,14710000,229000,Normal
USR000002,7/25/2025,7,2025,Palangka Raya,Elektronik,14710000,393000,Normal
USR000002,7/26/2025,7,2025,Palangka Raya,Hiburan,14710000,335000,Normal
USR000002,7/26/2025,7,2025,Palangka Raya,Pendidikan,14710000,368000,Normal
USR000002,7/28/2025,7,2025,Palangka Raya,Tagihan,14710000,656000,Normal
USR000002,7/29/2025,7,2025,Palangka Raya,Kesehatan,14710000,350000,Normal
USR000002,8/1/2025,8,2025,Palangka Raya,Perumahan,14710000,665000,Normal
USR000002,8/4/2025,8,2025,Palangka Raya,Makanan,14710000,738000,Normal
USR000002,8/4/2025,8,2025,Palangka Raya,Pakaian,14710000,254000,Normal
USR000002,8/7/2025,8,2025,Palangka Raya,Kesehatan,14710000,321000,Normal
USR000002,8/9/2025,8,2025,Palangka Raya,Makanan,14710000,447000,Normal
USR000002,8/10/2025,8,2025,Palangka Raya,Hewan Peliharaan,14710000,267000,Normal
USR000002,8/10/2025,8,2025,Palangka Raya,Olahraga,14710000,315000,Normal
USR000002,8/12/2025,8,2025,Palangka Raya,Traveling,14710000,494000,Normal
USR000002,8/13/2025,8,2025,Palangka Raya,Sosial,14710000,259000,Normal
USR000002,8/13/2025,8,2025,Palangka Raya,Tagihan,14710000,594000,Normal
USR000002,8/15/2025,8,2025,Palangka Raya,Pendidikan,14710000,566000,Normal
USR000002,8/20/2025,8,2025,Palangka Raya,Kesehatan,14710000,343000,Normal
USR000002,8/21/2025,8,2025,Palangka Raya,Olahraga,14710000,203000,Normal
USR000002,8/22/2025,8,2025,Palangka Raya,Belanja,14710000,400000,Normal
USR000002,8/22/2025,8,2025,Palangka Raya,Elektronik,14710000,510000,Normal
USR000002,8/22/2025,8,2025,Palangka Raya,Hewan Peliharaan,14710000,255000,Normal
USR000002,8/22/2025,8,2025,Palangka Raya,Tagihan,14710000,621000,Normal
USR000002,8/22/2025,8,2025,Palangka Raya,Transportasi,14710000,338000,Normal
USR000002,8/23/2025,8,2025,Palangka Raya,Traveling,14710000,323000,Normal
USR000002,8/24/2025,8,2025,Palangka Raya,Anak-Anak,14710000,385000,Normal
USR000002,8/24/2025,8,2025,Palangka Raya,Elektronik,14710000,338000,Normal
USR000002,8/26/2025,8,2025,Palangka Raya,Hiburan,14710000,348000,Normal
USR000002,8/27/2025,8,2025,Palangka Raya,Pendidikan,14710000,433000,Normal
USR000002,8/28/2025,8,2025,Palangka Raya,Perumahan,14710000,847000,Normal
USR000002,9/2/2025,9,2025,Palangka Raya,Kesehatan,14710000,225000,Normal
USR000002,9/2/2025,9,2025,Palangka Raya,Pakaian,14710000,234000,Normal
USR000002,9/3/2025,9,2025,Palangka Raya,Kesehatan,14710000,312000,Normal
USR000002,9/3/2025,9,2025,Palangka Raya,Makanan,14710000,473000,Normal
USR000002,9/4/2025,9,2025,Palangka Raya,Perumahan,14710000,621000,Normal
USR000002,9/5/2025,9,2025,Palangka Raya,Olahraga,14710000,202000,Normal
USR000002,9/6/2025,9,2025,Palangka Raya,Belanja,14710000,329000,Normal
USR000002,9/6/2025,9,2025,Palangka Raya,Transportasi,14710000,226000,Normal
USR000002,9/7/2025,9,2025,Palangka Raya,Transportasi,14710000,262000,Normal
USR000002,9/8/2025,9,2025,Palangka Raya,Makanan,14710000,403000,Normal
USR000002,9/8/2025,9,2025,Palangka Raya,Olahraga,14710000,217000,Normal
USR000002,9/12/2025,9,2025,Palangka Raya,Anak-Anak,14710000,356000,Normal
USR000002,9/12/2025,9,2025,Palangka Raya,Tagihan,14710000,528000,Normal
USR000002,9/13/2025,9,2025,Palangka Raya,Sosial,14710000,190000,Normal
USR000002,9/17/2025,9,2025,Palangka Raya,Tagihan,14710000,515000,Normal
USR000002,9/18/2025,9,2025,Palangka Raya,Anak-Anak,14710000,341000,Normal
USR000002,9/21/2025,9,2025,Palangka Raya,Belanja,14710000,339000,Normal
